;id;created_at;username;verified;location;following;followers;total_tweets;favorite_count;retweet_count;hashtags;mentions;raw_text;text;sentiment_roberta;score_roberta;sentiment_bert;score_bert
0;1519738347991683072;2022-04-28 18:00:32+00:00;staratlas;True;Star Atlas;420;315658;4374;545;107;[];[{'screen_name': 'at_mwagner', 'name': '◎SW4GN3R◎', 'id': 895337840057360386, 'id_str': '895337840057360386', 'indices': [95, 106]}];"🛰 Broadcasting live from the Bahamas: 🛰

Join our Twitter Spaces to hear Star Atlas co-founder @at_mwagner in a dis… https://t.co/vslgXLzczL";Broadcasting live from the Bahamas 🛰 Join our Twitter Spaces to hear Star Atlas co-founder _mwagner in a dis https://t.co/vslgXLzczL;Neutral;0.8620888590812683;Neutral;0.9060549139976501
1;1519733641500266496;2022-04-28 17:41:50+00:00;staratlas;True;Star Atlas;420;315658;4374;292;52;[];[{'screen_name': 'at_mwagner', 'name': '◎SW4GN3R◎', 'id': 895337840057360386, 'id_str': '895337840057360386', 'indices': [81, 92]}];"🚀 We're going live from the Bahamas in Twitter Spaces! 🚀 

🎙 Jump in NOW to hear @at_mwagner talk about the future… https://t.co/HyouZ2OIVt";We're going live from the Bahamas in Twitter Spaces Jump in NOW to hear _mwagner talk about the future https://t.co/HyouZ2OIVt;Neutral;0.7413264513015747;Neutral;0.8599756360054016
2;1519781252882120706;2022-04-28 20:51:01+00:00;staratlas;True;Star Atlas;420;315658;4374;355;78;[];[{'screen_name': 'BusinessInsider', 'name': 'Business Insider', 'id': 20562637, 'id_str': '20562637', 'indices': [83, 99]}];"The metaverse is a world of endless opportunities and things to do 🌌
Big thanks to @BusinessInsider for featuring S… https://t.co/ttkSbOjWAo";The metaverse is a world of endless opportunities and things to do 🌌 Big thanks to for featuring S https://t.co/ttkSbOjWAo;Positive;0.9840999841690063;Positive;0.934013307094574
3;1519826760967274497;2022-04-28 23:51:51+00:00;genzetadigital;False;España;1799;1582;164;0;178;[{'text': 'NextGen', 'indices': [34, 42]}, {'text': 'metaverse', 'indices': [43, 53]}, {'text': 'AAAgame', 'indices': [54, 62]}];[{'screen_name': 'animocabrands', 'name': 'Animoca Brands', 'id': 2478217117, 'id_str': '2478217117', 'indices': [3, 17]}, {'screen_name': 'staratlas', 'name': 'Star Atlas', 'id': 1318241077191639048, 'id_str': '1318241077191639048', 'indices': [20, 30]}, {'screen_name': 'TheSandboxGame', 'name': 'The Sandbox', 'id': 347831597, 'id_str': '347831597', 'indices': [85, 100]}];".@staratlas, a #NextGen #metaverse #AAAgame, &amp; our subsidiary @TheSandboxGame today announced a collaboration that… https://t.co/MTaQlpu7iK";. a #NextGen #metaverse #AAAgame &amp our subsidiary today announced a collaboration that https://t.co/MTaQlpu7iK;Neutral;0.5089046955108643;Neutral;0.6797158718109131
4;1519826580310216705;2022-04-28 23:51:08+00:00;MaviHuzun;False;Türkiye bursa;493;2120;8621;0;78;[];[{'screen_name': 'staratlas', 'name': 'Star Atlas', 'id': 1318241077191639048, 'id_str': '1318241077191639048', 'indices': [3, 13]}, {'screen_name': 'BusinessInsider', 'name': 'Business Insider', 'id': 20562637, 'id_str': '20562637', 'indices': [98, 114]}];"The metaverse is a world of endless opportunities and things to do 🌌
Big thanks to @BusinessInsider for featuring S… https://t.co/ttkSbOjWAo";The metaverse is a world of endless opportunities and things to do 🌌 Big thanks to for featuring S https://t.co/ttkSbOjWAo;Positive;0.9840999841690063;Positive;0.934013307094574
5;1519825855303884801;2022-04-28 23:48:15+00:00;hesomthinelse;False;;301;145;1552;0;458;[];[{'screen_name': 'aeonite', 'name': 'aeonite.eth', 'id': 56352965, 'id_str': '56352965', 'indices': [3, 11]}, {'screen_name': 'TheSandboxGame', 'name': 'The Sandbox', 'id': 347831597, 'id_str': '347831597', 'indices': [38, 53]}, {'screen_name': 'the_solaverse', 'name': 'The SolaVerse 🪐', 'id': 1394702462087532544, 'id_str': '1394702462087532544', 'indices': [73, 87]}];Wish you were there when @TheSandboxGame launched in 2012?  @the_solaverse has just as much potential. It's not jus… https://t.co/ir6TGb3lUV;Wish you were there when launched in 2012 _solaverse has just as much potential It's not jus https://t.co/ir6TGb3lUV;Positive;0.7992306351661682;Positive;0.8124057650566101
6;1519825746801291264;2022-04-28 23:47:49+00:00;Bernard031713;False;;340;60;2501;0;5;[{'text': 'PlayToEarn', 'indices': [61, 72]}];[{'screen_name': 'WeAreMetaversal', 'name': 'DAVE | METAVERSAL INVEST. CRYPTO 🦇🔊 #VISARMY', 'id': 1417869927139225609, 'id_str': '1417869927139225609', 'indices': [3, 19]}, {'screen_name': 'staratlas', 'name': 'Star Atlas', 'id': 1318241077191639048, 'id_str': '1318241077191639048', 'indices': [26, 36]}, {'screen_name': 'REBEL_BOTS', 'name': 'Rebel Bots', 'id': 1415607770653630466, 'id_str': '1415607770653630466', 'indices': [43, 54]}];Oooo @staratlas meets @REBEL_BOTS lol 😂 #PlayToEarn https://t.co/82z43aXlSi;Oooo meets _BOTS lol #PlayToEarn https://t.co/82z43aXlSi;Neutral;0.5808942317962646;Neutral;0.5332525372505188
7;1519825418043334656;2022-04-28 23:46:31+00:00;choechangeun;False;;286;5;554;0;458;[];[{'screen_name': 'aeonite', 'name': 'aeonite.eth', 'id': 56352965, 'id_str': '56352965', 'indices': [3, 11]}, {'screen_name': 'TheSandboxGame', 'name': 'The Sandbox', 'id': 347831597, 'id_str': '347831597', 'indices': [38, 53]}, {'screen_name': 'the_solaverse', 'name': 'The SolaVerse 🪐', 'id': 1394702462087532544, 'id_str': '1394702462087532544', 'indices': [73, 87]}];Wish you were there when @TheSandboxGame launched in 2012?  @the_solaverse has just as much potential. It's not jus… https://t.co/ir6TGb3lUV;Wish you were there when launched in 2012 _solaverse has just as much potential It's not jus https://t.co/ir6TGb3lUV;Positive;0.7992306351661682;Positive;0.8124057650566101
8;1519825346006491136;2022-04-28 23:46:14+00:00;MetaTesterNian;False;香港;132;22;103;0;458;[];[{'screen_name': 'aeonite', 'name': 'aeonite.eth', 'id': 56352965, 'id_str': '56352965', 'indices': [3, 11]}, {'screen_name': 'TheSandboxGame', 'name': 'The Sandbox', 'id': 347831597, 'id_str': '347831597', 'indices': [38, 53]}, {'screen_name': 'the_solaverse', 'name': 'The SolaVerse 🪐', 'id': 1394702462087532544, 'id_str': '1394702462087532544', 'indices': [73, 87]}];Wish you were there when @TheSandboxGame launched in 2012?  @the_solaverse has just as much potential. It's not jus… https://t.co/ir6TGb3lUV;Wish you were there when launched in 2012 _solaverse has just as much potential It's not jus https://t.co/ir6TGb3lUV;Positive;0.7992306351661682;Positive;0.8124057650566101
9;1519825205241151490;2022-04-28 23:45:40+00:00;comcps;False;Somewhere...probably hidding..;631;248;1900;1;0;[];[{'screen_name': 'Arktype_', 'name': 'Arktype', 'id': 1446716139325640705, 'id_str': '1446716139325640705', 'indices': [0, 9]}, {'screen_name': 'staratlas', 'name': 'Star Atlas', 'id': 1318241077191639048, 'id_str': '1318241077191639048', 'indices': [10, 20]}];@Arktype_ @staratlas Oh wow that is super cool man!;Oh wow that is super cool man!;Positive;0.9813920855522156;Positive;0.9915474057197571
