;id;url;created_at;username;verified;location;following;followers;total_tweets;favorite_count;retweet_count;hashtags;tweet_type;mentions;raw_text;text;sentiment_dict;sentiment_roberta;score_roberta;date
0;1523975435553435651;https://twitter.com/twitter/statuses/1523975435553435651;2022-05-10 10:37:12+00:00;IOHK_Charles;True;Boulder, Colorado;1043;907093;18072;12484;1357;[];popular;[];Should I buy some Luna for negative correlation? https://t.co/iFeHJTSudM;Should I buy some Luna for negative correlation https://t.co/iFeHJTSudM;[{'label': 'Neutral', 'score': 0.7383639812469482}];Neutral;0.7383639812469482;2022-05-10
3336;1523858743154606080;https://twitter.com/twitter/statuses/1523858743154606080;2022-05-10 02:53:30+00:00;SocialChartered;False;India;2298;3914;148906;44;3;[];recent;[];"For those wondering what happened to crypto markets, here is the chronology. 

Market was stagnant. People flocked… https://t.co/sDXBFzJiJr";For those wondering what happened to crypto markets here is the chronology Market was stagnant People flocked https://t.co/sDXBFzJiJr;[{'label': 'Negative', 'score': 0.5356546640396118}];Negative;0.5356546640396118;2022-05-10
3338;1523858736447574017;https://twitter.com/twitter/statuses/1523858736447574017;2022-05-10 02:53:29+00:00;TrustlessState;False;San Diego, CA;1055;145911;35195;110;25;[];recent;[];"Great article detailing $UST crash

A quote:

""I deleted some tweets for fear of being attacked by the Luna communi… https://t.co/JWISmeJKSw";"Great article detailing $UST crash A quote: ""I deleted some tweets for fear of being attacked by the Luna communi https://t.co/JWISmeJKSw";[{'label': 'Neutral', 'score': 0.4924851655960083}];Neutral;0.4924851655960083;2022-05-10
3339;1523858733092450306;https://twitter.com/twitter/statuses/1523858733092450306;2022-05-10 02:53:28+00:00;T0Games;False;;42;1470;79;50;50;[];recent;[{'screen_name': 'FanfuryOfficial', 'name': 'Fanfury 🌖', 'id': 1403416781830516739, 'id_str': '1403416781830516739', 'indices': [4, 20]}, {'screen_name': 'terra_money', 'name': 'Terra (UST) 🌍 Powered by LUNA 🌕', 'id': 1022028994772910086, 'id_str': '1022028994772910086', 'indices': [37, 49]}];The @FanfuryOfficial is built on the @terra_money 😍 While leveraging the decentralized, dual-token economy, integra… https://t.co/NaaWe0K3JD;The is built on the _money While leveraging the decentralized dual-token economy integra https://t.co/NaaWe0K3JD;[{'label': 'Neutral', 'score': 0.5910941958427429}];Neutral;0.5910941958427429;2022-05-10
3355;1523858673776349184;https://twitter.com/twitter/statuses/1523858673776349184;2022-05-10 02:53:14+00:00;TheNarratorVGX;False;;554;244;6490;12;0;[];recent;[{'screen_name': 'evanp901', 'name': 'evanp90', 'id': 940078052301611008, 'id_str': '940078052301611008', 'indices': [0, 9]}, {'screen_name': 'venturefounder', 'name': 'venturefoundΞr', 'id': 1393004707216494595, 'id_str': '1393004707216494595', 'indices': [10, 25]}, {'screen_name': 'VinnyLingham', 'name': 'Vinny Lingham', 'id': 1854401, 'id_str': '1854401', 'indices': [26, 39]}];@evanp901 @venturefounder @VinnyLingham From my non-expert understanding. The shift from burning/minting LUNA/UST i… https://t.co/XhpVYkliPk;From my non-expert understanding The shift from burning/minting LUNA/UST i https://t.co/XhpVYkliPk;[{'label': 'Neutral', 'score': 0.8659335374832153}];Neutral;0.8659335374832153;2022-05-10
3348;1523858696274694144;https://twitter.com/twitter/statuses/1523858696274694144;2022-05-10 02:53:19+00:00;Tech_Trusted;False;The Mine;375;16076;10760;8;2;[];recent;[];"$Sys with a LTF spring and backtest of the spring here!

What makes this so good is that this is a HUGE historical… https://t.co/xuBCdSAkkb";$Sys with a LTF spring and backtest of the spring here! What makes this so good is that this is a HUGE historical https://t.co/xuBCdSAkkb;[{'label': 'Positive', 'score': 0.9807038307189941}];Positive;0.9807038307189941;2022-05-10
3409;1523858474769301505;https://twitter.com/twitter/statuses/1523858474769301505;2022-05-10 02:52:26+00:00;AngelicLinnn;False;Canada;192;643;1819;35;0;[];recent;[];I’d like to introduce everyone to Auroa and Luna, two kittens I adopted today 😊 I tried getting some pictures of th… https://t.co/S6owG1ws1Z;I’d like to introduce everyone to Auroa and Luna two kittens I adopted today I tried getting some pictures of th https://t.co/S6owG1ws1Z;[{'label': 'Positive', 'score': 0.6801738739013672}];Positive;0.6801738739013672;2022-05-10
3422;1523858406943203329;https://twitter.com/twitter/statuses/1523858406943203329;2022-05-10 02:52:10+00:00;sachikainvests;False;;510;12864;1531;55;1;[];recent;[];Okay fine at $0 I will consider getting some $LUNA.;Okay fine at $0 I will consider getting some $LUNA.;[{'label': 'Positive', 'score': 0.5298234224319458}];Positive;0.5298234224319458;2022-05-10
3391;1523858525075943424;https://twitter.com/twitter/statuses/1523858525075943424;2022-05-10 02:52:38+00:00;beatriceahh;False;;335;502;7980;9;1;[];recent;[];mygod jose rizal, andres bonifacio, heneral luna and 99+ others are you seeing this shit po ba;mygod jose rizal andres bonifacio heneral luna and 99 others are you seeing this shit po ba;[{'label': 'Negative', 'score': 0.8950479626655579}];Negative;0.8950479626655579;2022-05-10
3171;1523859329459310598;https://twitter.com/twitter/statuses/1523859329459310598;2022-05-10 02:55:50+00:00;LomahCrypto;False;;1199;263938;24662;920;53;[];recent;[];"Feels fucking bad, I’ve read a couple horror stories on some $LUNA losses already.

I know it’s a little too soon b… https://t.co/NP4TvbBEA9";Feels fucking bad I’ve read a couple horror stories on some $LUNA losses already. I know it’s a little too soon b https://t.co/NP4TvbBEA9;[{'label': 'Negative', 'score': 0.9454730749130249}];Negative;0.9454730749130249;2022-05-10
3200;1523859232063295489;https://twitter.com/twitter/statuses/1523859232063295489;2022-05-10 02:55:27+00:00;Miguel_Thorpe;False;Conway, AR;397;178;2242;52;14;[];recent;[];"What offers infinite scalability, while being feeless &amp; fully interoperable with absolutely EVERYTHING? 

Not $ETH… https://t.co/PfbU7a93jE";What offers infinite scalability while being feeless &amp fully interoperable with absolutely EVERYTHING Not $ETH https://t.co/PfbU7a93jE;[{'label': 'Neutral', 'score': 0.6043563485145569}];Neutral;0.6043563485145569;2022-05-10
3251;1523859035199524869;https://twitter.com/twitter/statuses/1523859035199524869;2022-05-10 02:54:40+00:00;CardanoApps;False;;1021;13082;8604;8;0;[{'text': 'cardano', 'indices': [79, 87]}];recent;[{'screen_name': 'elonmusk', 'name': 'Elon Musk', 'id': 44196397, 'id_str': '44196397', 'indices': [4, 13]}, {'screen_name': 'stablekwon', 'name': 'Do Kwon 🌕', 'id': 357317524, 'id_str': '357317524', 'indices': [37, 48]}];"Hey @elonmusk can you buy $LUNA from @stablekwon and shut it down? 

Thank you #cardano $ada";Hey can you buy $LUNA from and shut it down Thank you #cardano $ada;[{'label': 'Neutral', 'score': 0.661956787109375}];Neutral;0.661956787109375;2022-05-10
3246;1523859054283608064;https://twitter.com/twitter/statuses/1523859054283608064;2022-05-10 02:54:45+00:00;smolpices;False;goblin city;63;184;582;39;3;[];recent;[{'screen_name': 'TheStalwart', 'name': 'Joe Weisenthal', 'id': 14096763, 'id_str': '14096763', 'indices': [0, 12]}, {'screen_name': 'Sicarious_', 'name': 'Sicarious💫', 'id': 2305628744, 'id_str': '2305628744', 'indices': [13, 24]}, {'screen_name': 'SBF_FTX', 'name': 'SBF', 'id': 1110877798820777986, 'id_str': '1110877798820777986', 'indices': [25, 33]}];@TheStalwart @Sicarious_ @SBF_FTX The problem is that there is $18 billion UST backed by a shrinking $LUNA market c… https://t.co/OxyU9CHdc5;_FTX The problem is that there is $18 billion UST backed by a shrinking $LUNA market c https://t.co/OxyU9CHdc5;[{'label': 'Negative', 'score': 0.6398119926452637}];Negative;0.6398119926452637;2022-05-10
3274;1523858958301249536;https://twitter.com/twitter/statuses/1523858958301249536;2022-05-10 02:54:22+00:00;dubskie_;False;topkek;780;1275;11512;9;1;[];recent;[];a stable coin backed by Luna. https://t.co/yRm48eIVRz;a stable coin backed by Luna https://t.co/yRm48eIVRz;[{'label': 'Neutral', 'score': 0.5505539178848267}];Neutral;0.5505539178848267;2022-05-10
3265;1523858982502543361;https://twitter.com/twitter/statuses/1523858982502543361;2022-05-10 02:54:28+00:00;CryptoKNlGHT23;False;;563;294;2207;24;2;[];recent;[{'screen_name': 'ChrisBlec', 'name': 'Chris Blec', 'id': 247973359, 'id_str': '247973359', 'indices': [0, 10]}];@ChrisBlec I remember these tweets. It was one of reason I was ready to fade luna for most parts. https://t.co/eU17EI4KBh;I remember these tweets It was one of reason I was ready to fade luna for most parts https://t.co/eU17EI4KBh;[{'label': 'Neutral', 'score': 0.5995644927024841}];Neutral;0.5995644927024841;2022-05-10
3214;1523859168280694786;https://twitter.com/twitter/statuses/1523859168280694786;2022-05-10 02:55:12+00:00;Zeiein;False;Zeichen ;308;542;5014;8;1;[{'text': 'Bitcoin', 'indices': [41, 49]}];recent;[];You have 3 options: 1) Do Kwon dumps his #Bitcoin holdings to buy back $UST, 2) He dumps $LUNA to buy back $UST, 3)… https://t.co/mOAofOKR7D;You have 3 options 1 Do Kwon dumps his #Bitcoin holdings to buy back $UST 2 He dumps $LUNA to buy back $UST 3) https://t.co/mOAofOKR7D;[{'label': 'Neutral', 'score': 0.880221426486969}];Neutral;0.880221426486969;2022-05-10
3223;1523859136747819008;https://twitter.com/twitter/statuses/1523859136747819008;2022-05-10 02:55:04+00:00;DaxxTrader;False;http://Www.discord.gg/bitcoin;235;6457;3497;56;13;[];recent;[];"The LUNA BTC wallet has now been emptied for the second time today after they returned 850 mil. 

Supposedly the ba… https://t.co/fSKgiElqT9";The LUNA BTC wallet has now been emptied for the second time today after they returned 850 mil Supposedly the ba https://t.co/fSKgiElqT9;[{'label': 'Negative', 'score': 0.6013867855072021}];Negative;0.6013867855072021;2022-05-10
3665;1523857466672676864;https://twitter.com/twitter/statuses/1523857466672676864;2022-05-10 02:48:26+00:00;sss4321_s;False;;176;3030;9656;21;0;[];recent;[];I was a $luna backer until the time they embarked on the same ponzi mechanics where all algostables went to their graves.;I was a $luna backer until the time they embarked on the same ponzi mechanics where all algostables went to their graves.;[{'label': 'Negative', 'score': 0.7613799571990967}];Negative;0.7613799571990967;2022-05-10
3595;1523857755513229312;https://twitter.com/twitter/statuses/1523857755513229312;2022-05-10 02:49:35+00:00;ABigCryptoMan;False;Nevada, USA;837;5590;1153;29;1;[];recent;[];Coming back for my clout $LUNA https://t.co/HaVxHTKxKP;Coming back for my clout $LUNA https://t.co/HaVxHTKxKP;[{'label': 'Positive', 'score': 0.6337604522705078}];Positive;0.6337604522705078;2022-05-10
3729;1523857219371950081;https://twitter.com/twitter/statuses/1523857219371950081;2022-05-10 02:47:27+00:00;MasonVersluis;True;;1868;106164;5832;527;48;[];recent;[];"The Great Reputation Tarnishing

$SOL: the network that goes down

$FTM: the network that it’s leaders always aband… https://t.co/ZY2rd9xmkg";The Great Reputation Tarnishing $SOL the network that goes down $FTM the network that it’s leaders always aband https://t.co/ZY2rd9xmkg;[{'label': 'Negative', 'score': 0.702750027179718}];Negative;0.702750027179718;2022-05-10
3740;1523857185624756226;https://twitter.com/twitter/statuses/1523857185624756226;2022-05-10 02:47:19+00:00;ShardiB2;False;http://TradingAlpha.io;1003;228544;32236;33;2;[];recent;[];This is exactly what I was saying about the VC's who just put 1B in...  $LUNA https://t.co/qjDvmB6QUj;This is exactly what I was saying about the VC's who just put 1B in.. $LUNA https://t.co/qjDvmB6QUj;[{'label': 'Neutral', 'score': 0.7774865627288818}];Neutral;0.7774865627288818;2022-05-10
3735;1523857200568930304;https://twitter.com/twitter/statuses/1523857200568930304;2022-05-10 02:47:23+00:00;cryptoismyjam;False;;930;2845;980;24;1;[];recent;[];To my friends that were liquidated - My heart goes out to you. I know there is nothing I can say to make you feel b… https://t.co/ZAKO4GEQog;To my friends that were liquidated My heart goes out to you I know there is nothing I can say to make you feel b https://t.co/ZAKO4GEQog;[{'label': 'Negative', 'score': 0.762876570224762}];Negative;0.762876570224762;2022-05-10
